361278 	 30.0898 
361506 	 29.7333 
362371 	 30.0223 
363333 	 29.604 
366997 	 25.5988 
369275 	 29.463 
374037 	 25.1494 
375052 	 28.2504 
375566 	 22.8954 
375732 	 28.5463 
376160 	 25.3295 
376819 	 19.8267 
377601 	 20.023 
377892 	 26.6101 
378052 	 27.0327 
383610 	 26.5136 
384230 	 25.01 
384396 	 23.1228 
384786 	 26.5009 
384951 	 28.3192 
385121 	 25.2367 
385234 	 25.9728 
385394 	 16.7579 
385498 	 12.3915 
385499 	 13.1253 
389246 	 18.3374 
390038 	 13.2553 
390992 	 12.1217 
391247 	 18.4322 
391872 	 33.7535 
392177 	 27.0865 
392578 	 26.3708 
393023 	 28.5458 
393334 	 22.0839 
393413 	 17.5254 
394232 	 21.0664 
414234 	 23.4176 
415219 	 23.0792 
416598 	 24.5244 
418313 	 26.2379 
419386 	 26.2902 
421042 	 29.9279 
421991 	 32.4873 
422461 	 35.6083 
427864 	 30.2544 
436578 	 24.6473 
439534 	 22.7645 
446220 	 24.0402 
448507 	 22.8567 
448959 	 26.4733 
449132 	 24.0873 
451723 	 19.9101 
