361278 	 34.2848 
361506 	 45.2503 
362371 	 43.4096 
363333 	 27.973 
366997 	 40.71 
369275 	 42.0623 
374037 	 22.2154 
375052 	 41.9579 
375566 	 37.7126 
375732 	 44.2144 
376160 	 41.0934 
376819 	 42.1052 
377601 	 33.9722 
377892 	 38.9291 
378052 	 44.6498 
383610 	 40.3299 
384230 	 42.7368 
384396 	 40.0526 
384786 	 43.5268 
384951 	 44.7653 
385121 	 36.3677 
385234 	 41.8456 
385394 	 29.0175 
385498 	 19.7543 
385499 	 21.3576 
389246 	 25.7831 
390038 	 24.8523 
390992 	 19.4123 
391247 	 42.9439 
391872 	 51.2271 
392177 	 42.4468 
392578 	 35.5305 
393023 	 44.9469 
393334 	 38.4023 
393413 	 34.6224 
394232 	 35.3905 
414234 	 39.0286 
415219 	 37.2474 
416598 	 32.7711 
418313 	 42.8462 
419386 	 35.6682 
421042 	 46.2347 
421991 	 41.7051 
422461 	 47.9732 
427864 	 49.3072 
436578 	 42.5373 
439534 	 36.7642 
446220 	 37.5228 
448507 	 39.9945 
448959 	 39.3492 
449132 	 30.5855 
451723 	 32.4703 
