361278 	 33.8443 
361506 	 31.9039 
362371 	 33.3646 
363333 	 34.2452 
366997 	 23.7183 
369275 	 29.8648 
374037 	 24.8518 
375052 	 29.4076 
375566 	 23.1921 
375732 	 27.6129 
376160 	 27.5703 
376819 	 27.785 
377601 	 19.7546 
377892 	 26.6409 
378052 	 28.8854 
383610 	 29.2051 
384230 	 30.065 
384396 	 29.5001 
384786 	 35.3758 
384951 	 30.9774 
385121 	 24.0618 
385234 	 31.4076 
385394 	 15.655 
385498 	 12.4653 
385499 	 13.7437 
389246 	 18.0204 
390038 	 13.2525 
390992 	 10.252 
391247 	 26.0372 
391872 	 37.5182 
392177 	 29.8663 
392578 	 27.7964 
393023 	 34.7497 
393334 	 26.202 
393413 	 22.7423 
394232 	 17.8961 
414234 	 25.6086 
415219 	 24.4652 
416598 	 21.8646 
418313 	 27.3875 
419386 	 26.6358 
421042 	 30.0836 
421991 	 37.0943 
422461 	 37.7862 
427864 	 30.9898 
436578 	 36.9348 
439534 	 21.8765 
446220 	 25.2428 
448507 	 25.0849 
448959 	 26.4616 
449132 	 25.9385 
451723 	 20.6884 
